# Y-M-D   T H:M:S     ObsNum  Receiver   ObsGoal      ObgPgm      SourceName                ProjectId                   RestFreq      VLSR    TINT    RA          DEC        AZ     EL
2022-02-03T16:17:26    93571  SEQ        Calibration  Cal         U-Her                     2022S1SEQUOIACommissioning      86.2434   -15       5.0  246.447802  18.892462  275.4  57.8  239.76 0
2022-02-03T16:18:39    93572  SEQ        Pointing     Map(Az/D)   U-Her                     2022S1SEQUOIACommissioning      86.2434   -15      84.1  246.447802  18.892462  275.5  57.5  239.76 0
2022-02-03T16:23:05    93573  SEQ        Calibration  Cal         U-Her                     2022S1SEQUOIACommissioning      86.2434   -15       5.0  246.447802  18.892462  275.7  56.4  239.76 0
2022-02-03T16:23:33    93574  SEQ        Pointing     Map(Az/D)   U-Her                     2022S1SEQUOIACommissioning      86.2434   -15      84.6  246.447802  18.892462  275.7  56.3  239.76 0
2022-02-03T16:27:28    93575  SEQ        Calibration  Cal         U-Her                     2022S1SEQUOIACommissioning      86.2434   -15       5.0  246.447802  18.892462  275.9  55.4  239.76 0
2022-02-03T16:28:00    93576  SEQ        Pointing     Map(Az/D)   U-Her                     2022S1SEQUOIACommissioning      86.2434   -15      82.9  246.447802  18.892462  275.9  55.3  239.76 0
2022-02-03T16:32:10    93577  SEQ        Calibration  Cal         U-Her                     2022S1SEQUOIACommissioning      86.2434   -15       5.0  246.447802  18.892462  276.1  54.3  237.6 0
2022-02-03T16:32:37    93578  SEQ        Focus        Bs          U-Her                     2022S1SEQUOIACommissioning      86.2434   -15      20.3  246.447802  18.892462  276.1  54.1  237.6 0
2022-02-03T16:33:27    93579  SEQ        Focus        Bs          U-Her                     2022S1SEQUOIACommissioning      86.2434   -15      20.0  246.447802  18.892462  276.2  54.0  237.6 0
2022-02-03T16:34:18    93580  SEQ        Focus        Bs          U-Her                     2022S1SEQUOIACommissioning      86.2434   -15      20.2  246.447802  18.892462  276.2  53.8  237.6 0
2022-02-03T16:35:07    93581  SEQ        Focus        Bs          U-Her                     2022S1SEQUOIACommissioning      86.2434   -15      20.1  246.447802  18.892462  276.3  53.6  237.6 0
2022-02-03T16:35:56    93582  SEQ        Focus        Bs          U-Her                     2022S1SEQUOIACommissioning      86.2434   -15      20.1  246.447802  18.892462  276.3  53.4  237.6 0
2022-02-03T16:36:47    93583  SEQ        Focus        Bs          U-Her                     2022S1SEQUOIACommissioning      86.2434   -15      20.0  246.447802  18.892462  276.3  53.2  237.6 0
2022-02-03T16:40:34    93584  SEQ        Focus        Bs          U-Her                     2022S1SEQUOIACommissioning      86.2434   -15      20.0  246.447802  18.892462  276.5  52.3  237.6 0
2022-02-03T16:41:25    93585  SEQ        Focus        Bs          U-Her                     2022S1SEQUOIACommissioning      86.2434   -15      20.3  246.447802  18.892462  276.5  52.1  237.6 0
2022-02-03T16:42:15    93586  SEQ        Focus        Bs          U-Her                     2022S1SEQUOIACommissioning      86.2434   -15      20.2  246.447802  18.892462  276.6  51.9  237.6 0
2022-02-03T16:43:06    93587  SEQ        Focus        Bs          U-Her                     2022S1SEQUOIACommissioning      86.2434   -15      20.0  246.447802  18.892462  276.6  51.7  237.6 0
2022-02-03T16:45:40    93588  SEQ        Calibration  Cal         U-Her                     2022S1SEQUOIACommissioning      86.2434   -15       5.0  246.447802  18.892462  276.7  51.1  239.76 0
2022-02-03T16:46:08    93589  SEQ        Pointing     Map(Az/D)   U-Her                     2022S1SEQUOIACommissioning      86.2434   -15      82.9  246.447802  18.892462  276.8  51.0  239.76 0
2022-02-03T16:52:59    93590  SEQ        Calibration  Cal         U-Her                     2022S1SEQUOIACommissioning      86.2434   -15       5.0  246.447802  18.892462  277.1  49.4  239.76 0
2022-02-03T16:53:28    93591  SEQ        Pointing     Map(Az/D)   U-Her                     2022S1SEQUOIACommissioning      86.2434   -15      83.0  246.447802  18.892462  277.1  49.3  239.76 0
2022-02-03T17:01:35    93592  SEQ        Calibration  Cal         U-Her                     2022S1SEQUOIACommissioning      86.2434   -15       5.1  246.447802  18.892462  277.5  47.3  199.98 0
2022-02-03T17:02:02    93593  SEQ        OOF          Map(Az/C)   U-Her                     2022S1SEQUOIACommissioning      86.2434   -15      81.2  246.447802  18.892462  277.5  47.2  199.98 0
2022-02-03T17:07:52    93594  SEQ        Calibration  Cal         U-Her                     2022S1SEQUOIACommissioning      86.2434   -15       5.0  246.447802  18.892462  277.8  45.9  199.98 0
2022-02-03T17:08:19    93595  SEQ        OOF          Map(Az/C)   U-Her                     2022S1SEQUOIACommissioning      86.2434   -15      80.3  246.447802  18.892462  277.8  45.8  199.98 0
2022-02-03T17:14:16    93596  SEQ        Calibration  Cal         U-Her                     2022S1SEQUOIACommissioning      86.2434   -15       5.3  246.447802  18.892462  278.1  44.4  199.98 0
2022-02-03T17:14:42    93597  SEQ        OOF          Map(Az/C)   U-Her                     2022S1SEQUOIACommissioning      86.2434   -15      81.1  246.447802  18.892462  278.1  44.3  199.98 0
2022-02-03T17:25:51    93598  SEQ        Calibration  Cal         CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9       5.0  297.641318  32.914043  359.5  76.0  239.76 0
2022-02-03T17:26:23    93599  SEQ        Pointing     Map(Az/D)   CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9      84.7  297.641318  32.914043  359.0  76.0  239.76 0
2022-02-03T17:31:13    93600  SEQ        Calibration  Cal         CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9       5.0  297.641318  32.914043  354.9  76.0  199.98 0
2022-02-03T17:31:39    93601  SEQ        OOF          Map(Az/C)   CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9      80.1  297.641318  32.914043  354.5  75.9  199.98 0
2022-02-03T17:38:07    93602  SEQ        Calibration  Cal         CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9       5.0  297.641318  32.914043  349.0  75.7  199.98 0
2022-02-03T17:38:34    93603  SEQ        OOF          Map(Az/C)   CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9     150.3  297.641318  32.914043  348.6  75.7  199.98 0
2022-02-03T17:45:29    93604  SEQ        Calibration  Cal         CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9       5.0  297.641318  32.914043  343.0  75.3  199.98 0
2022-02-03T17:45:56    93605  SEQ        OOF          Map(Az/C)   CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9     151.8  297.641318  32.914043  342.7  75.3  199.98 0
2022-02-03T17:51:31    93606  SEQ        Calibration  Cal         CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9       5.3  297.641318  32.914043  338.4  74.8  199.98 0
2022-02-03T17:51:57    93607  SEQ        OOF          Map(Az/C)   CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9     149.3  297.641318  32.914043  338.1  74.8  199.98 0
2022-02-03T17:58:23    93608  SEQ        Calibration  Cal         CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9       5.0  297.641318  32.914043  333.6  74.2  199.98 0
2022-02-03T17:58:50    93609  SEQ        OOF          Map(Az/C)   CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9     149.1  297.641318  32.914043  333.3  74.1  199.98 0
2022-02-03T18:05:30    93610  SEQ        Calibration  Cal         CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9       5.0  297.641318  32.914043  329.1  73.4  199.98 0
2022-02-03T18:05:56    93611  SEQ        OOF          Map(Az/C)   CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9     149.3  297.641318  32.914043  328.9  73.3  199.98 0
2022-02-03T18:12:02    93612  SEQ        Calibration  Cal         CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9       5.0  297.641318  32.914043  325.4  72.5  199.98 0
2022-02-03T18:12:28    93613  SEQ        OOF          Map(Az/C)   CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9     149.4  297.641318  32.914043  325.2  72.5  199.98 0
2022-02-03T18:17:48    93614  SEQ        Calibration  Cal         CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9       5.3  297.641318  32.914043  322.5  71.7  199.98 0
2022-02-03T18:18:15    93615  SEQ        OOF          Map(Az/C)   CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9     149.0  297.641318  32.914043  322.2  71.7  199.98 0
2022-02-03T18:28:25    93616  SEQ        Calibration  Cal         CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9       5.1  297.641318  32.914043  319.6  70.8  199.98 0
2022-02-03T18:28:58    93617  SEQ        OOF          Map(Az/C)   CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9     149.2  297.641318  32.914043  317.5  70.0  199.98 0
2022-02-03T18:35:00    93618  SEQ        Calibration  Cal         CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9       5.0  297.641318  32.914043  315.3  69.0  199.98 0
2022-02-03T18:35:24    93619  SEQ        OOF          Map(Az/C)   CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9     150.5  297.641318  32.914043  315.1  69.0  199.98 0
2022-02-03T18:47:03    93620  SEQ        Calibration  Cal         CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9       5.1  297.641318  32.914043  311.4  66.9  237.6 0
2022-02-03T18:47:57    93621  SEQ        Astigmatism  Bs          CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9      20.1  297.641318  32.914043  311.1  66.8  237.6 0
2022-02-03T18:48:58    93622  SEQ        Astigmatism  Bs          CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9      20.3  297.641318  32.914043  310.8  66.6  237.6 0
2022-02-03T18:50:00    93623  SEQ        Astigmatism  Bs          CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9      20.2  297.641318  32.914043  310.5  66.4  237.6 0
2022-02-03T18:51:01    93624  SEQ        Astigmatism  Bs          CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9      20.3  297.641318  32.914043  310.3  66.2  237.6 0
2022-02-03T18:51:59    93625  SEQ        Astigmatism  Bs          CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9      20.0  297.641318  32.914043  310.0  66.1  237.6 0
2022-02-03T18:54:42    93626  SEQ        Calibration  Cal         CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9       5.1  297.641318  32.914043  309.3  65.6  239.76 0
2022-02-03T18:55:09    93627  SEQ        Pointing     Map(Az/D)   CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9      83.7  297.641318  32.914043  309.2  65.5  239.76 0
2022-02-03T18:59:09    93628  SEQ        Calibration  Cal         CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9       5.0  297.641318  32.914043  308.3  64.7  239.76 0
2022-02-03T18:59:37    93629  SEQ        Pointing     Map(Az/D)   CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9      84.8  297.641318  32.914043  308.2  64.7  239.76 0
2022-02-03T19:04:07    93630  SEQ        Calibration  Cal         CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9       5.0  297.641318  32.914043  307.2  63.8  239.76 0
2022-02-03T19:04:34    93631  SEQ        Pointing     Map(Az/D)   CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9      83.6  297.641318  32.914043  307.1  63.7  239.76 0
2022-02-03T19:08:54    93632  SEQ        Calibration  Cal         CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9       5.0  297.641318  32.914043  306.2  62.9  239.76 0
2022-02-03T19:09:22    93633  SEQ        Pointing     Map(Az/D)   CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9      86.5  297.641318  32.914043  306.1  62.8  239.76 0
2022-02-03T19:13:57    93634  SEQ        Calibration  Cal         CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9       5.0  297.641318  32.914043  305.3  61.9  239.76 0
2022-02-03T19:14:27    93635  SEQ        Pointing     Map(Az/D)   CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9      84.4  297.641318  32.914043  305.2  61.8  239.76 0
2022-02-03T19:19:31    93636  SEQ        Calibration  Cal         CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9       5.0  297.641318  32.914043  304.4  60.8  237.6 0
2022-02-03T19:19:57    93637  SEQ        Focus        Bs          CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9      20.2  297.641318  32.914043  304.3  60.7  237.6 0
2022-02-03T19:20:48    93638  SEQ        Focus        Bs          CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9      20.0  297.641318  32.914043  304.2  60.6  237.6 0
2022-02-03T19:21:39    93639  SEQ        Focus        Bs          CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9      20.1  297.641318  32.914043  304.0  60.4  237.6 0
2022-02-03T19:22:29    93640  SEQ        Focus        Bs          CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9      20.5  297.641318  32.914043  303.9  60.3  237.6 0
2022-02-03T19:23:20    93641  SEQ        Focus        Bs          CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9      20.5  297.641318  32.914043  303.8  60.1  237.6 0
2022-02-03T19:27:43    93642  SEQ        Calibration  Cal         CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9       5.0  297.641318  32.914043  303.2  59.2  237.6 0
2022-02-03T19:28:17    93643  SEQ        Focus        Bs          CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9      20.2  297.641318  32.914043  303.1  59.1  237.6 0
2022-02-03T19:29:07    93644  SEQ        Focus        Bs          CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9      20.0  297.641318  32.914043  303.0  58.9  237.6 0
2022-02-03T19:29:58    93645  SEQ        Focus        Bs          CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9      20.5  297.641318  32.914043  302.9  58.8  237.6 0
2022-02-03T19:30:49    93646  SEQ        Focus        Bs          CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9      20.6  297.641318  32.914043  302.7  58.6  237.6 0
2022-02-03T19:31:39    93647  SEQ        Focus        Bs          CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9      20.1  297.641318  32.914043  302.6  58.4  237.6 0
2022-02-03T19:32:29    93648  SEQ        Focus        Bs          CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9      20.0  297.641318  32.914043  302.5  58.3  237.6 0
2022-02-03T19:33:20    93649  SEQ        Focus        Bs          CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9      20.0  297.641318  32.914043  302.4  58.1  237.6 0
2022-02-03T19:39:32    93650  SEQ        Calibration  Cal         CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9       5.1  297.641318  32.914043  301.7  56.9  199.98 0
2022-02-03T19:39:58    93651  SEQ        OOF          Map(Az/C)   CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9     148.8  297.641318  32.914043  301.7  56.8  199.98 0
2022-02-03T19:46:04    93652  SEQ        Calibration  Cal         CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9       5.0  297.641318  32.914043  301.0  55.5  199.98 0
2022-02-03T19:46:31    93653  SEQ        OOF          Map(Az/C)   CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9     149.8  297.641318  32.914043  301.0  55.4  199.98 0
2022-02-03T19:51:52    93654  SEQ        Calibration  Cal         CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9       5.2  297.641318  32.914043  300.5  54.4  199.98 0
2022-02-03T19:52:17    93655  SEQ        OOF          Map(Az/C)   CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9     151.2  297.641318  32.914043  300.5  54.3  199.98 0
2022-02-03T20:01:34    93656  SEQ        Calibration  Cal         CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9       5.0  297.641318  32.914043  299.8  52.4  199.98 0
2022-02-03T20:02:01    93657  SEQ        OOF          Map(Az/C)   CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9     150.0  297.641318  32.914043  299.7  52.3  199.98 0
2022-02-03T20:07:33    93658  SEQ        Calibration  Cal         CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9       5.0  297.641318  32.914043  299.4  51.1  199.98 0
2022-02-03T20:07:58    93659  SEQ        OOF          Map(Az/C)   CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9     148.9  297.641318  32.914043  299.3  51.1  199.98 0
2022-02-03T20:15:31    93660  SEQ        Calibration  Cal         CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9       5.0  297.641318  32.914043  298.9  49.5  199.98 0
2022-02-03T20:15:56    93661  SEQ        OOF          Map(Az/C)   CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9     149.4  297.641318  32.914043  298.9  49.4  199.98 0
2022-02-03T20:21:07    93662  SEQ        Calibration  Cal         CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9       5.6  297.641318  32.914043  298.6  48.3  199.98 0
2022-02-03T20:21:33    93663  SEQ        OOF          Map(Az/C)   CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9     149.1  297.641318  32.914043  298.6  48.2  199.98 0
2022-02-03T20:26:39    93664  SEQ        Calibration  Cal         CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9       5.3  297.641318  32.914043  298.4  47.2  199.98 0
2022-02-03T20:27:05    93665  SEQ        OOF          Map(Az/C)   CHI-Cyg                   2022S1SEQUOIACommissioning      86.2434     9     149.9  297.641318  32.914043  298.4  47.1  199.98 0
2022-02-03T20:37:02    93666  SEQ        Calibration  Cal         O-Cet                     2022S1SEQUOIACommissioning      86.2434    50       5.1   34.836634  -2.977638  109.0  36.9  199.98 0
2022-02-03T20:37:32    93667  SEQ        OOF          Map(Az/C)   O-Cet                     2022S1SEQUOIACommissioning      86.2434    50     148.8   34.836634  -2.977638  109.0  37.0  199.98 0
2022-02-03T20:44:10    93668  SEQ        Calibration  Cal         O-Cet                     2022S1SEQUOIACommissioning      86.2434    50       5.0   34.836634  -2.977638  110.0  38.5  199.98 0
2022-02-03T20:44:38    93669  SEQ        OOF          Map(Az/C)   O-Cet                     2022S1SEQUOIACommissioning      86.2434    50     149.4   34.836634  -2.977638  110.1  38.6  199.98 0
2022-02-03T20:50:17    93670  SEQ        Calibration  Cal         O-Cet                     2022S1SEQUOIACommissioning      86.2434    50       5.4   34.836634  -2.977638  110.9  39.9  199.98 0
2022-02-03T20:50:44    93671  SEQ        OOF          Map(Az/C)   O-Cet                     2022S1SEQUOIACommissioning      86.2434    50     148.8   34.836634  -2.977638  111.0  40.0  199.98 0
2022-02-03T20:58:16    93672  SEQ        Calibration  Cal         O-Cet                     2022S1SEQUOIACommissioning      86.2434    50       5.3   34.836634  -2.977638  112.1  41.6  199.98 0
2022-02-03T20:58:43    93673  SEQ        OOF          Map(Az/C)   O-Cet                     2022S1SEQUOIACommissioning      86.2434    50     151.4   34.836634  -2.977638  112.2  41.7  199.98 0
2022-02-03T21:23:28    93674  SEQ        Calibration  Cal         O-Cet                     2022S1SEQUOIACommissioning      86.2434    50       5.0   34.836634  -2.977638  116.6  47.1  199.98 0
2022-02-03T21:23:55    93675  SEQ        OOF          Map(Az/C)   O-Cet                     2022S1SEQUOIACommissioning      86.2434    50     148.9   34.836634  -2.977638  116.7  47.2  199.98 0
2022-02-03T21:45:42    93675  SEQ        OOF          Cal         O-Cet                     2022S1SEQUOIACommissioning      86.2434    50       5.1   34.836634  -2.977638  121.4  51.7  0 0
2022-02-03T21:49:18    93675  SEQ        OOF          Cal         O-Cet                     2022S1SEQUOIACommissioning      86.2434    50       5.2   34.836634  -2.977638  122.3  52.4  0 0
2022-02-03T21:50:02    93675  SEQ        OOF          Cal         O-Cet                     2022S1SEQUOIACommissioning      86.2434    50       5.2   34.836634  -2.977638  122.5  52.6  0 0
2022-02-03T21:51:34    93678  SEQ        Calibration  Cal         O-Cet                     2022S1SEQUOIACommissioning      86.2434    50       5.0   34.836634  -2.977638  122.9  52.9  0 0
2022-02-03T21:52:16    93679  SEQ        Calibration  Cal         O-Cet                     2022S1SEQUOIACommissioning      86.2434    50       5.1   34.836634  -2.977638  123.0  53.0  0 0
2022-02-15T05:00:35    93682  SEQ        Calibration  Cal         Ori-KL                    2022S1SEQUOIACommissioning      86.2434    -5       5.0   83.810417  -5.375111  241.4  44.6  239.76 0
2022-02-15T05:01:01    93683  SEQ        Pointing     Map(Az/D)   Ori-KL                    2022S1SEQUOIACommissioning      86.2434    -5      79.5   83.810417  -5.375111  241.5  44.5  239.76 0
2022-02-15T05:13:02    93684  SEQ        Calibration  Cal         Ori-KL                    2022S1SEQUOIACommissioning      86.2434    -5       5.1   83.810417  -5.375111  243.7  42.0  239.76 0
2022-02-15T05:13:29    93685  SEQ        Pointing     Map(Az/D)   Ori-KL                    2022S1SEQUOIACommissioning      86.2434    -5      79.9   83.810417  -5.375111  243.8  41.9  239.76 0
2022-02-15T05:17:44    93686  SEQ        Calibration  Cal         Ori-KL                    2022S1SEQUOIACommissioning      86.2434    -5       5.0   83.810417  -5.375111  244.5  41.0  239.76 0
2022-02-15T05:18:10    93687  SEQ        Pointing     Map(Az/D)   Ori-KL                    2022S1SEQUOIACommissioning      86.2434    -5      80.5   83.810417  -5.375111  244.6  40.9  239.76 0
2022-02-15T05:21:38    93688  SEQ        Calibration  Cal         Ori-KL                    2022S1SEQUOIACommissioning      86.2434    -5       5.0   83.810417  -5.375111  245.2  40.1  237.6 0
2022-02-15T05:22:01    93689  SEQ        Focus        Bs          Ori-KL                    2022S1SEQUOIACommissioning      86.2434    -5      20.0   83.810417  -5.375111  245.3  40.0  237.6 0
2022-02-15T05:22:49    93690  SEQ        Focus        Bs          Ori-KL                    2022S1SEQUOIACommissioning      86.2434    -5      20.1   83.810417  -5.375111  245.4  39.9  237.6 0
2022-02-15T05:23:38    93691  SEQ        Focus        Bs          Ori-KL                    2022S1SEQUOIACommissioning      86.2434    -5      20.0   83.810417  -5.375111  245.5  39.7  237.6 0
2022-02-15T05:24:27    93692  SEQ        Focus        Bs          Ori-KL                    2022S1SEQUOIACommissioning      86.2434    -5      20.0   83.810417  -5.375111  245.7  39.5  237.6 0
2022-02-15T05:25:16    93693  SEQ        Focus        Bs          Ori-KL                    2022S1SEQUOIACommissioning      86.2434    -5      20.0   83.810417  -5.375111  245.8  39.3  237.6 0
2022-02-15T05:26:06    93694  SEQ        Focus        Bs          Ori-KL                    2022S1SEQUOIACommissioning      86.2434    -5      20.0   83.810417  -5.375111  245.9  39.2  237.6 0
2022-02-15T05:31:08    93695  SEQ        Calibration  Cal         Ori-KL                    2022S1SEQUOIACommissioning      86.2434    -5       5.0   83.810417  -5.375111  246.7  38.1  237.6 0
2022-02-15T05:31:58    93696  SEQ        Astigmatism  Bs          Ori-KL                    2022S1SEQUOIACommissioning      86.2434    -5      20.0   83.810417  -5.375111  246.9  37.9  237.6 0
2022-02-15T05:32:55    93697  SEQ        Astigmatism  Bs          Ori-KL                    2022S1SEQUOIACommissioning      86.2434    -5      20.0   83.810417  -5.375111  247.0  37.7  237.6 0
2022-02-15T05:33:53    93698  SEQ        Astigmatism  Bs          Ori-KL                    2022S1SEQUOIACommissioning      86.2434    -5      20.0   83.810417  -5.375111  247.1  37.5  237.6 0
2022-02-15T05:34:50    93699  SEQ        Astigmatism  Bs          Ori-KL                    2022S1SEQUOIACommissioning      86.2434    -5      20.2   83.810417  -5.375111  247.3  37.3  237.6 0
2022-02-15T05:35:48    93700  SEQ        Astigmatism  Bs          Ori-KL                    2022S1SEQUOIACommissioning      86.2434    -5      20.0   83.810417  -5.375111  247.4  37.1  237.6 0
2022-02-15T05:36:46    93701  SEQ        Astigmatism  Bs          Ori-KL                    2022S1SEQUOIACommissioning      86.2434    -5      20.0   83.810417  -5.375111  247.6  36.8  237.6 0
2022-02-15T05:37:42    93702  SEQ        Astigmatism  Bs          Ori-KL                    2022S1SEQUOIACommissioning      86.2434    -5      20.0   83.810417  -5.375111  247.7  36.6  237.6 0
2022-02-15T05:44:08    93703  SEQ        Calibration  Cal         Ori-KL                    2022S1SEQUOIACommissioning      86.2434    -5       5.0   83.810417  -5.375111  248.7  35.2  239.76 0
2022-02-15T05:44:33    93704  SEQ        Pointing     Map(Az/D)   Ori-KL                    2022S1SEQUOIACommissioning      86.2434    -5      80.9   83.810417  -5.375111  248.7  35.1  239.76 0
2022-02-15T05:54:56    93705  SEQ        Calibration  Cal         Ori-KL                    2022S1SEQUOIACommissioning      86.2434    -5       5.0   83.810417  -5.375111  250.1  32.8  360 0
2022-02-15T05:55:21    93706  SEQ        OOF          Map(Az/C)   Ori-KL                    2022S1SEQUOIACommissioning      86.2434    -5     112.0   83.810417  -5.375111  250.2  32.7  360 0
2022-02-15T05:58:42    93707  SEQ        OOF          Map(Az/C)   Ori-KL                    2022S1SEQUOIACommissioning      86.2434    -5     112.0   83.810417  -5.375111  250.6  32.0  360 0
2022-02-15T06:02:03    93708  SEQ        OOF          Map(Az/C)   Ori-KL                    2022S1SEQUOIACommissioning      86.2434    -5     112.0   83.810417  -5.375111  251.1  31.2  360 0
2022-02-15T06:12:18    93709  SEQ        Calibration  Cal         Ori-KL                    2022S1SEQUOIACommissioning      86.2434    -5       5.2   83.810417  -5.375111  252.4  28.9  360 0
2022-02-15T06:12:44    93710  SEQ        OOF          Map(Az/C)   Ori-KL                    2022S1SEQUOIACommissioning      86.2434    -5     112.0   83.810417  -5.375111  252.4  28.8  360 0
2022-02-15T06:16:07    93711  SEQ        OOF          Map(Az/C)   Ori-KL                    2022S1SEQUOIACommissioning      86.2434    -5     112.0   83.810417  -5.375111  252.8  28.1  360 0
2022-02-15T06:19:29    93712  SEQ        OOF          Map(Az/C)   Ori-KL                    2022S1SEQUOIACommissioning      86.2434    -5     112.2   83.810417  -5.375111  253.2  27.3  360 0
2022-02-15T06:35:47    93713  SEQ        Calibration  Cal         Ori-KL                    2022S1SEQUOIACommissioning      86.2434    -5       5.0   83.810417  -5.375111  255.0  23.6  360 0
2022-02-15T06:36:13    93714  SEQ        OOF          Map(Az/C)   Ori-KL                    2022S1SEQUOIACommissioning      86.2434    -5     112.2   83.810417  -5.375111  255.1  23.5  360 0
2022-02-15T06:39:35    93715  SEQ        OOF          Map(Az/C)   Ori-KL                    2022S1SEQUOIACommissioning      86.2434    -5     112.2   83.810417  -5.375111  255.4  22.7  360 0
2022-02-15T06:42:54    93716  SEQ        OOF          Map(Az/C)   Ori-KL                    2022S1SEQUOIACommissioning      86.2434    -5     112.2   83.810417  -5.375111  255.8  22.0  360 0
2022-02-15T06:51:36    93717  SEQ        Calibration  Cal         Ori-KL                    2022S1SEQUOIACommissioning      86.2434    -5       5.0   83.810417  -5.375111  256.7  20.0  239.76 0
2022-02-15T06:52:02    93718  SEQ        Pointing     Map(Az/D)   Ori-KL                    2022S1SEQUOIACommissioning      86.2434    -5      79.8   83.810417  -5.375111  256.7  19.9  239.76 0
2022-02-15T07:02:13    93719  SEQ        Calibration  Cal         R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1       5.0  146.889517  11.428840  219.3  80.2  239.76 0
2022-02-15T07:02:39    93720  SEQ        Pointing     Map(Az/D)   R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1      79.6  146.889517  11.428840  219.8  80.2  239.76 0
2022-02-15T07:07:03    93721  SEQ        Calibration  Cal         R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1       5.0  146.889517  11.428840  224.4  79.5  239.76 0
2022-02-15T07:07:31    93722  SEQ        Pointing     Map(Az/D)   R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1      79.9  146.889517  11.428840  224.9  79.4  239.76 0
2022-02-15T07:11:14    93723  SEQ        Calibration  Cal         R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1       5.0  146.889517  11.428840  228.3  78.7  360 0
